id,college,college_code,student count,verified student count,unverified student count
1704,MAHARAJA POLYTECHNIC COLLEGE,868,83,0,83
1700,MRK POLYTECHNIC COLLEGE,864,355,0,355
1697,ST. XAVIER'S POLYTECHNIC COLLEGE,861,99,99,0
1527,LALGUDI CO-OPERATIVE POLYTECHNIC COLLEGE,565,90,0,90
515,ST.PETER'S ENGINEERING COLLEGE,1179,0,0,0
1531,J J POLYTECHNIC COLLEGE,569,234,174,60
1712,SSR POLYTECHNIC COLLEGE,877,237,0,237
1728,MERIT POLYTECHNIC COLLEGE,899,225,0,225
1714,K.S.M. POLYTECHNIC COLLEGE,880,25,0,25
1715,HINDUSTHAN POLYTECHNIC COLLEGE,881,347,0,347
1727,RAMYA SATHIANATHAN POLYTECHNIC COLLEGE,898,166,139,27
1717,KAPI POLYTECHNIC COLLEGE,887,37,0,37
1735,SENTHUR POLYTECHNIC COLLEGE,909,143,0,143
1552,M A M POLYTECHNIC COLLEGE,592,295,0,295
1724,MARIA POLYTECHNIC COLLEGE,895,159,0,159
1721,VENKATRAMANA POLYTECHNIC COLLEGE,892,19,0,19
1723,ANGEL POLYTECHNIC COLLEGE,894,15,0,15
1737,SRI MOOGAMBIGAI POLYTEHNIC COLLEGE,912,162,0,162
1725,E G S PILLAI POLYTECHNIC COLLEGE,896,469,0,469
1736,PARIMALA PANDURANGAN POLYTECHNIC COLLEGE,911,205,0,205
1710,KONGUNADU POLYTECHNIC COLLEGE,875,245,0,245
1722,SRI VENKATESWARA POLYTECHNIC COLLEGE,893,204,81,123
1730,SITA RAJARAM POLYTECHNIC COLLEGE,902,75,0,75
1713,CMS POLYTECHNIC COLLEGE,879,155,0,154
1733,VARADHARAJAN POLYTECHNIC COLLEGE,907,223,0,222
1718,SADASIVAM KATHIRKAMAVALLI POLYTECHNIC COLLEGE,888,96,0,96
1716,SRI VATSA POLYTECHNIC COLLEGE,885,93,0,93
1756,SRI ANDAL NACHIYAR POLYTECHNIC COLLEGE,937,42,0,42
551,E.V.P. ENGINEERING COLLEGE,2176,0,0,0
1739,E S POLYTECHNIC COLLEGE,915,71,0,71
1740,KONGHU HI-TEK POLYTECHNIC COLLEGE,916,181,0,181
1742,THIRUMAGAL POLYTECHNIC COLLEGE,918,131,0,131
1747,P S G PONNAMMAL POLYTECHNIC COLLEGE,925,95,0,95
1743,St. JUDE'S POLYTECHNIC COLLEGE,919,235,0,235
549,SREE SASTHA SCHOOL OF ARCHITECTURE AND PLANNING,2130,0,0,0
1560,VETRI VINAYAHA POLYTECHNIC COLLEGE,701,135,0,135
1764,ARASU POLYTECHNIC COLLEGE,946,196,175,21
1746,P S V POLYTECHNIC COLLEGE,924,197,0,197
1757,EASWAR POLYTECHNIC COLLEGE,938,93,0,93
1748,KAMARAJAR POLYTECHNIC COLLEGE,926,275,0,275
1741,SUTHANTHIRA POLYTECHNIC COLLEGE,917,48,13,35
1750,AMMAIAPPAR POLYTECHNIC COLLEGE,928,146,0,146
1752,VELUDAIYAR POLYTECHNIC COLLEGE,933,107,0,107
1753,VETHAMONICKAM MEMORIAL CSI POLYTECHNIC COLLEGE,934,200,0,200
1754,JCT POLYTECHNIC COLLEGE,935,308,0,308
1755,KURINJE  POLYTECHNIC COLLEGE,936,261,0,261
1749,R V REHA POLYTECHNIC COLLEGE,927,177,0,177
1745,MODERN POLYTECHNIC COLLEGE,921,113,0,113
1759,M.S.POLYTECHNIC COLLEGE,940,69,0,69
1758,DON BOSCO POLYTECHNIC COLLEGE,939,200,0,200
1762,MADURAI INSTITUTE OF ENGINEERING AND TECHNOLOGY,944,15,0,15
1738,RATHNA POLYTECHNIC COLLEGE,913,15,0,15
1761,SRI RANGAPOOPATHI COLLEGE OF ENGINEERING,943,279,195,84
1780,SRI RAMAKRISHNA MISSION VIDYALAYA POLY. COLLEGE,211,0,0,0
1765,GKM COLLEGE OF ENGINEERING AND TECHNOLOGY,947,32,0,32
1779,P S G POLYTECHNIC COLLEGE,209,0,0,0
1766,SHRI SAI BABA POLYTECHNIC COLLEGE,948,7,0,7
1771,KMV POLYTECHNIC COLLEGE,953,46,0,46
1781,NACHIMUTHU POLYTECHNIC COLLEGE,212,1,0,0
1785,P A C RAMASAMY RAJA'S POLYTECHNIC COLLEGE,226,169,169,0
1774,SRS POLYTECHNIC COLLEGE,956,16,0,16
581,ST.JOSEPH'S INSTITUTE OF TECHNOLOGY,3124,3424,1713,1711
1773,NYRUTHI OLYTECHNIC COLLEGE,955,19,0,19
1776,TAMILNADU POLYTECHNIC COLLEGE,116,1,0,0
1782,THIAGARAJAR POLYTECHNIC COLLEGE,216,0,0,0
1777,DR DHARMAMBAL GOVT POLYTECHNIC COLLEGE FOR WOMEN,175,0,0,0
1768,JAYA INSTITUTE OF TECHNOLOGY,950,88,0,88
1786,SANKAR POLYTECHNIC COLLEGE,229,0,0,0
1784,V S VELLAICHAMY NADAR POLYTECHNIC COLLEGE,225,0,0,0
1564,KONGUNADU POLYTECHNIC COLLEGE,705,725,706,19
1767,VASANTHA MURUGU POLYTECHNIC COLLEGE,949,78,0,78
1787,PERIYAR CENTENARY POLYTECHNIC COLLEGE,276,559,559,0
1567,PAVENDAR BHARATHIDASAN POLYTECHNIC COLLEGE,710,56,0,56
1775,CENTRAL POLYTECHNIC COLLEGE,101,0,0,0
1770,MASS POLYTECHNIC COLLEGE,952,21,0,21
1772,SREE SAKTHI ENGINEERING COLLEGE,954,46,0,46
1570,SUDHARSHANA POLYTECHNIC COLLEGE,713,300,0,300
1572,SRI RENGA POLYTECHNIC COLLEGE,715,100,0,100
1369,C I T SANDWICH POLYTECHNIC COLLEGE,210,453,453,0
1581,MUSIRI INSTITUTE OF TECHNOLOGY,724,227,0,227
1451,I R T POLYTECHNIC COLLEGE,378,309,0,309
1394,MEENAKSHI KRISHNAN POLYTECHNIC COLLEGE,310,237,0,237
1318,INSTITUTE OF LEATHER TECHNOLOGY,104,102,91,11
1349,GOVERNMENT POLYTECHNIC COLLEGE,139,360,0,360
1385,AYYA NADAR JANAKIAMMAL POLYTECHNIC COLLEGE,279,126,0,126
1397,ELUMALAI POLYTECHNIC COLLEGE,313,398,379,19
1445,ANNAI VELANKANNI POLYTECHNIC COLLEGE,371,461,0,461
1436,CHRIST THE KING INSTI.OF TECHNOLOGY,360,407,0,407
1406,THE SALEM POLYTECHNIC COLLEGE,326,130,0,130
1364,RAMAKRISHNA MISSION POLYTECHNIC COLLEGE,202,219,219,0
616,SRI RAMANUJAR ENGINEERING COLLEGE,4123,388,361,27
1425,SEETHAIAMMAL POLYTECHNIC COLLEGE,349,136,136,0
615,SRI LAKSHMI AMMAL ENGINEERING COLLEGE,4122,0,0,0
1415,THANTHAI ROEVER INSTITUTE OF POLYTECHNIC COLLEGE,336,682,682,0
1378,RUKMINI SHANMUGAM POLYTECHNIC COLLEGE,223,24,0,24
1427,PASUMPON NETHAJI POLYTECHNIC COLLEGE,351,10,0,10
1485,AALIM MUHAMMED SALEGH POLYTECHNIC COLLEGE,514,231,0,231
1463,GOVERNMENT TECHNICAL TRAINING CENTRE,404,73,73,0
1586,KARTHIKEYA POLYTECHNIC COLLEGE,729,138,0,138
1332,GOVERNMENT POLYTECHNIC COLLEGE,122,351,205,146
1359,GOVERNMENT POLYTECHNIC COLLEGE,149,484,478,6
1456,BHARATH POLYTECHNIC COLLEGE,383,313,0,313
1342,GOVERNMENT POLYTECHNIC COLLEGE,132,254,249,5
1610,JAYARAM POLYTECHNIC COLLEGE,756,79,79,0
1502,S B M INSTITUTE OF TECHNOLOGY,538,347,155,192
649,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,4223,328,328,0
1522,SAMUEL POLYTECHNIC COLLEGE,560,13,0,13
1611,IMAYAM POLYTECHNIC COLLEGE,757,284,0,284
1719,KAMATCHI POLYTECHNIC COLLEGE,890,62,0,62
1524,SRI SITHESWARAR POLYTECHNIC COLLEGE,562,226,218,8
1542,AMRITA POLYTECHNIC COLLEGE,581,104,0,104
1726,RANE POLYTECHNIC TECHNICAL CAMPUS,897,318,0,318
1732,JEEVAN POLYTECHNIC COLLEGE,906,13,0,13
1783,THE SESHASAYEE INSTITUTE OF TECHNOLOGY,221,3,3,0
1555,SHREENIVASA POLYTECHNIC COLLEGE,595,244,0,244
1539,T S SRINIVASAN POLYTECHNIC COLLEGE,578,345,0,345
1566,MEENAAKSHI RAMASAMY POLYTECHNIC COLLEGE,707,228,0,228
1491,SUGUNA POLYTECHNIC COLLEGE,521,239,238,1
1326,GOVERNMENT POLYTECHNIC COLLEGE,115,880,746,134
1571,THENI KAMMAVAR SANGAM POLYTECHNIC COLLEGE,714,227,0,227
1513,NANDHA POLYTECHNIC COLLEGE,550,613,507,106
920,CAUVERY COLLEGE OF ENGINEERING AND TECHNOLOGY,8102,0,0,0
1568,S R G POLYTECHNIC COLLEGE,711,99,0,99
1582,THE INDIAN POLYTECHNIC COLLEGE,725,574,0,574
921,DESIGNED ENVIRONMENT ACADEMY AND RESEARCH INSTITUTE,8103,0,0,0
925,CARE College of Engineering,8107,323,323,0
650,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM",4224,465,465,0
926,HALLMARK BUSINESS SCHOOL,8108,0,0,0
930,INDRA GANESAN COLLEGE OF ENGINEERING,8112,398,370,28
1091,FRANCIS XAVIER ENGINEERING COLLEGE,9507,1748,1748,0
935,K.Ramakrishnan College of Technology,8117,1466,1466,0
1495,SRI AYYAPPA POLYTECHNIC COLLEGE,526,330,0,330
680,SHRI SAPTHAGIRI INSTITUTE OF TECHNOLOGY,5125,0,0,0
679,SARASWATHI VELU COLLEGE OF ENGINEERING,5124,2,0,2
932,JAYARAM COLLEGE OF ENGINEERING AND TECHNOLOGY,8114,295,293,0
936,KURINJI COLLEGE OF ENGINEERING AND TECHNOLOGY,8118,94,94,0
937,M.A.M. SCHOOL OF ARCHITECTURE,8119,23,0,23
939,M.A.M. SCHOOL OF ENGINEERING,8121,557,557,0
942,M.I.E.T. ENGINEERING COLLEGE,8124,929,928,0
948,OXFORD ENGINEERING COLLEGE,8130,582,582,0
950,PAVENDAR BHARATHIDASAN INSTITUTE OF INFORMATION TECHNOLOGY,8132,0,0,0
955,SARANATHAN COLLEGE OF ENGINEERING,8138,1702,1701,0
956,SHIVANI ENGINEERING COLLEGE,8139,84,84,0
957,SHIVANI COLLEGE OF ENGINEERING AND TECHNOLOGY,8140,0,0,0
958,SHIVANI SCHOOL OF BUSINESS MANAGEMENT,8141,0,0,0
931,J.J.College Of Engineering and Technology,8113,522,522,0
928,IMAYAM COLLEGE OF ENGINEERING,8110,180,180,0
962,THE SELVAM WOMEN EXCELLENCE ENGINEERING TECHNOLOGY,8145,0,0,0
963,TRICHY ENGINEERING COLLEGE,8146,298,298,0
964,SRM TRP ENGINEERING COLLEGE,8147,882,853,29
976,PRIME NEST COLLEGE  OF ARCHITECTURE AND PLANNING,8159,33,33,0
972,SURYA COLLEGE OF ENGINEERING,8155,169,168,0
563,Jawahar Engineering College,3107,14,14,0
1597,NARASIMMA PALLAVAN POLYTECHNIC COLLEGE,741,249,0,249
1591,EXCEL POLYTECHNIC COLLEGE,735,429,0,429
1639,PARAMVEER POLYTECHNIC COLLEGE,790,536,0,536
1613,THIRUVALLUVAR POLYTECHNIC COLLEGE,759,104,0,104
1622,VIVEKANANDA POLYTECHNIC COLLEGE,768,240,0,240
1648,ST. JOSEPH  POLYTECHNIC COLLEGE,802,52,0,52
712,SAPTHAGIRI COLLEGE OF ENGINEERING,6120,146,146,0
1734,KUMARAN POLYTECHNIC COLLEGE,908,133,0,133
1692,RECT POLYTECHNIC COLLEGE,855,287,287,0
1701,TIRUMALA POLYTECHNIC COLLEGE,865,317,0,317
822,PARK INSTITUTE OF ARCHITECTURE,7154,3,0,3
1629,ADI PARASAKTHI POLYTECHNIC COLLEGE,778,59,0,59
1661,SHREE VENKATESHWARA HI TECH POLYTECHNIC COLLEGE,816,302,294,8
1711,VAANI POLYTECHNIC COLLEGE,876,178,1,177
1720,THEVANESAM ERUDHAYA AMMAL POLYTECHNIC COLLEGE,891,187,0,187
1670,V.J.P.POLYTECHNIC COLLEGE,825,173,0,173
1684,MANORA POLYTECHNIC COLLEGE,844,149,0,149
1709,EVEREST POLYTECHNIC COLLEGE,874,173,0,173
1744,KA.SO.KA. POLYTECHNIC COLLEGE,920,185,0,185
1594,SRI RENGESWARAR POLYTECHNIC COLLEGE,738,175,175,0
1760,PERUNTHALAIVAR K KAMARAJAR POLYTECHNIC COLLEGE,941,47,0,47
1604,A K T MEMORIAL POLYTECHNIC COLLEGE,749,503,0,503
1751,JAI KRISHNA POLYTECHNIC COLLEGE,931,205,0,205
1729,CHERAN POLYTECHNIC COLLEGE,901,208,0,208
473,Aalim Muhammed Salegh College Of Engineering,1101,783,537,246
1763,AKY POLYTECHNIC COLLEGE,945,290,0,290
746,MAHA BARATHI ENGINEERING COLLEGE,6214,636,636,0
747,MAHENDRA COLLEGE OF ENGINEERING,6215,829,829,0
503,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College,1131,1791,71,1720
1392,SRIRAM POLYTECHNIC COLLEGE,306,304,0,303
1448,C P C L POLYTECHNIC COLLEGE,374,362,0,362
1505,SRI DURGADEVI POLYTECHNIC COLLEGE,541,300,0,300
1525,JOHN BOSCO POLYTECHNIC COLLEGE,563,22,22,0
1529,JAYA POLYTECHNIC COLLEGE,567,326,0,326
1695,T.J.S. POLYTECHNIC COLLEGE,859,360,334,26
1769,JAYA COLLEGE OF ENGINEERING AND TECHNOLOGY,951,86,26,59
1778,MURUGAPPA POLYTECHNIC COLLEGE,203,0,0,0
476,BHAJARANG ENGINEERING COLLEGE,1104,0,0,0
494,SEVA RATHNA VALLAL RCK COLLEGE OF ENGINEERING,1122,0,0,0
496,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,1124,618,618,0
497,SRI VENKATESWARA INSTITUTE OF SCIENCE AND TECHNOLOGY,1125,226,0,226
480,JAYA ENGINEERING COLLEGE,1108,612,612,0
474,AALIM MUHAMMED SALEGH ACADEMY OF ARCHITECTURE,1102,130,129,0
508,SCHOOL OF ARCHITECTURE ST.PETER'S COLLEGE OF ENGINEERING AND TECHNOLOGY,1136,28,0,28
507,RVS Padmavathy School of Architecture.,1135,120,0,120
489,R.M.K. ENGINEERING COLLEGE,1116,3469,0,3468
499,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",1127,429,429,0
491,S.A. ENGINEERING COLLEGE,1114,0,0,0
498,J N N Institute of Engineering ,1126,170,170,0
486,S A Engineering College,1119,2293,1,2292
533,PANIMALAR ENGINEERING COLLEGE,2114,4799,4799,0
835,Akshaya college of engineering and technology,7203,447,447,0
772,CHRIST THE KING ENGINEERING COLLEGE,7104,484,484,0
1062,Sree Sowdambika College of Engineering Aruppukottai ,9218,350,347,0
722,VIVEKANANDHA COLLEGE OF TECHNOLOGY FOR WOMEN,6130,784,784,0
1016,KARAIKUDI INSTITUTE OF TECHNOLOGY AND KARAIKUDI INSTITUTE OF MANAGEMENT,9108,150,150,0
788,MAHARAJA INSTITUTE OF TECHNOLOGY,7120,0,0,0
569,MEASI ACADEMY OF ARCHITECTURE,3113,436,0,436
1047,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,9203,611,611,0
778,INFO INSTITUTE OF ENGINEERING,7110,179,179,0
545,Sri muthukumaran institute of Technology ,2126,468,468,0
658,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,5103,148,148,0
1060,SBM COLLEGE OF ENGINEERING AND TECHNOLOGY,9216,879,879,0
901,Nandha College of Technology,7321,618,618,0
765,VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY,6233,134,134,0
959,SHRI ANGALA AMMAN COLLEGE OF ENGINEERING AND TECHNOLOGY,8142,54,0,54
940,M.A.M.B. SCHOOL,8122,0,0,0
812,TEJAA SHAKTHI INSTITUTE OF TECHNOLOGY FOR WOMEN,7144,1,0,1
814,R V S COLLEGE OF COMPUTER APPLICATION,7146,1,0,1
1391,ARULMIGU THIRIPURASUNDARIAMMAN POLY. COLLEGE,305,159,0,159
1651,DON BOSCO POLYTECHNIC  COLLEGE,805,252,0,252
626,S.R.M. ENGINEERING COLLEGE,4178,0,0,0
596,ARM COLLEGE OF ENGINEERING AND TECHNOLOGY,4103,69,69,0
622,VI INSTITUTE OF TECHNOLOGY,4129,66,66,0
612,SHRI ANDAL ALAGAR COLLEGE OF ENGINEERING,4119,41,0,41
1393,VALLIAMMAI POLYTECHNIC COLLEGE,307,336,336,0
628,A.C.T. COLLEGE OF ENGINEERING AND TECHNOLOGY,4202,0,0,0
631,AKSHEYAA COLLEGE OF ENGINEERING,4205,0,0,0
1476,P S B POLYTECHNIC COLLEGE,505,447,0,447
667,KANCHI PALLAVAN ENGINEERING COLLEGE,5112,0,0,0
671,PALLAVA RAJA COLLEGE OF ENGINEERING,5116,0,0,0
1523,DUSI POLYTECHNIC COLLEGE,561,488,385,103
1602,SRI RENUGAMBAL POLYTECHNIC COLLEGE,747,18,0,18
1603,DHIVYA POLYTECHNIC COLLEGE,748,65,0,65
670,P.T. LEE CHENGALVARAYA NAICKER COLLEGE OF ENGINEERING AND TECHNOLOGY,5115,513,428,85
538,RAJIV GANDHI COLLEGE OF ENGINEERING,2119,392,5,387
586,ANAND SCHOOL OF ARCHITECTURE,3129,28,27,1
553,SRI PADMAVATHY COLLEGE OF ENGINEERING,2178,0,0,0
554,V.K.K. VIJAYAN ENGINEERING COLLEGE,2179,0,0,0
576,ROYAL INSTITUTE OF MANAGEMENT STUDIES & COMPUTER APPLICATION,3119,0,0,0
584,THE NEW ROYAL COLLEGE OF ENGINEERING AND TECHNOLOGY,3127,0,0,0
598,ARS COLLEGE OF ENGINEERING,4105,0,0,0
603,GOPAL RAMALINGAM MEMORIAL ENGINEERING COLLEGE,4110,0,0,0
613,Tagore Engineering College,4120,23,22,0
621,SRM VALLIAMMAI ENGINEERING COLLEGE,4128,2122,534,1588
544,SRI KALAIMAGAL COLLEGE OF ENGINEERING,2125,0,0,0
844,KARPAGAM INSTITUTE OF TECHNOLOGY,7212,999,999,0
678,S.K.P. INSTITUTE OF TECHNOLOGY,5123,1,0,0
1338,GOVERNMENT POLYTECHNIC COLLEGE,128,492,0,492
761,T.S.M. JAIN COLLEGE OF TECHNOLOGY,6229,412,404,0
677,S.K.P. ENGINEERING COLLEGE,5122,266,265,0
675,SRI RAMANA MAHARISHI COLLEGE OF ENGINEERING,5120,0,0,0
488,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY ,1124,1286,1286,0
562,EASWARI ENGINEERING COLLEGE,3106,2852,0,2852
547,JAYA COLLEGE OF ENGINEERING AND TECHNOLOGY,2128,70,70,0
543,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,2124,278,270,8
534,Panimalar Institute of Technology ,2115,2058,2057,0
880,SRI KRISHNA COLLEGE OF TECHNOLOGY,7278,2369,2369,0
938,M.A.M. COLLEGE OF ENGINEERING AND TECHNOLOGY,8120,656,632,24
501,VEL TECH,1129,0,0,0
510,SRI JAYARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY,1138,240,240,0
478,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,1106,141,66,75
506,KUMARAN INSTITUTE OF TECHNOLOGY,1134,0,0,0
874,HINDUSTAN SCHOOL OF ARCHITECTURE,7243,102,1,101
479,J N N INSTITUTE OF ENGINEERING,1107,601,601,0
495,SRI KRISHNA COLLEGE OF ENGINEERING,1123,222,0,222
481,JAYA SURIYA ENGINEERING COLLEGE,1109,0,0,0
482,JOHN BOSCO ENGINEERING COLLEGE,1110,0,0,0
475,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,1103,581,581,0
532,P.B. COLLEGE OF ENGINEERING,2113,134,134,0
512,DEEN DAYAL ENGINEERING COLLEGE,1176,0,0,0
514,RAJA RAJESWARI ENGINEERING COLLEGE,1178,0,0,0
600,DHANALAKSHMI COLLEGE OF ENGINEERING,4107,779,778,0
518,P.M.R. INSTITUTE OF TECHNOLOGY,1182,1,0,0
511,INTERNATIONAL MARITIME ACADEMY,1139,10,0,10
485,R.M.K.Engineering College,1113,2189,2189,0
513,J.A. INSTITUTE OF ENGINEERING AND TECHNOLOGY,1177,0,0,0
516,VEL TECH,1180,0,0,0
517,DR.M.G.R. ENGINEERING COLLEGE,1181,0,0,0
526,KALSAR COLLEGE OF ENGINEERING,2107,0,0,0
540,SAKTHI MARIAMMAN ENGINEERING COLLEGE,2121,0,0,0
520,ALPHA COLLEGE OF ENGINEERING,2101,246,242,3
529,JEPPIAAR MAAMALLAN ENGINEERING COLLEGE,2110,0,0,0
521,APOLLO ENGINEERING COLLEGE,2102,249,247,0
530,MADHA ENGINEERING COLLEGE,2111,495,495,0
531,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,2112,272,272,0
537,RAJALAKSHMI SCHOOL OF ARCHITECTURE,2118,108,108,0
523,CHENNAI INSTITUTE OF TECHNOLOGY,2104,2444,0,2444
909,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,7329,2168,2168,0
527,KINGS ENGINEERING COLLEGE,2108,1296,0,1296
484,R.M.D. Engineering College,1112,1544,1544,0
565,JERUSALEM COLLEGE OF ENGINEERING,3109,770,0,770
546,SRI VENKATESWARA COLLEGE OF ENGINEERING,2127,3508,0,3508
528,LOYOLA INSTITUTE OF TECHNOLOGY,2109,776,776,0
941,M.A.R. COLLEGE OF ENGINEERING AND TECHNOLOGY,8123,0,0,0
556,ANAND INSTITUTE OF HIGHER TECHNOLOGY,3101,928,928,0
555,"ANNA UNIVERSITY, TARAMANI CAMPUS",3100,0,0,0
572,MEENAKSHI SUNDARARAJAN ENGINEERING COLLEGE,3115,1141,1141,0
557,JAGANNATH INSTITUTE OF TECHNOLOGY,3102,0,0,0
559,DHANALAKSHMI SRINIVASAN BUSINESS SCHOOL,3104,0,0,0
535,RAJALAKSHMI ENGINEERING COLLEGE,2116,5070,5070,0
567,LOYOLA - ICAM COLLEGE OF ENGINEERING AND TECHNOLOGY,3111,1090,160,930
575,MOHAMMED SATHAK A.J.COLLEGE OF ENGINEERING,3118,564,564,0
550,PAPNI SCHOOL OF ARCHITECTURE,2131,20,20,0
573,MISRIMAL NAVAJEE MUNOTH JAIN ENGINEERING COLLEGE,3116,530,530,0
558,CENTRAL INSTITUTE OF PLASTICS ENGINEERING AND TECHNOLOGY,3103,548,547,0
500,TJS Engineering College,1128,356,250,106
490,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College,1118,45,0,44
595,APOLLO PRIYADARSHANAM INSTITUTE OF TECHNOLOGY,4102,0,0,0
974,ELIZABETH COLLEGE OF ENGINEERING AND TECHNOLOGY,8157,0,0,0
580,ST.JOSEPH'S COLLEGE OF ENGINEERING,3123,3547,3547,0
587,DA VINCI SCHOOL OF DESIGN AND ARCHITECTURE,3130,0,0,0
589,ST. MARY'S SCHOOL OF MANAGEMENT STUDIES,3132,0,0,0
588,MISRIMAL NAVAJEE MUNOTH JAIN SCHOOL OF ARCHITECTURE,3131,47,47,0
579,SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING,3122,2604,2601,3
591,NATIONAL INSTITUTE OF TECHNICAL TEACHERS TRAINING AND RESEARCH,3134,0,0,0
592,AARUPADAI VEEDU INSTITUTE OF TECHNOLOGY,3176,0,0,0
593,HINDUSTAN COLLEGE OF ENGINEERING,3177,0,0,0
590,"JAWAHAR SCHOOL OF ARCHITECTURE PLANNING AND DESIGN,SALIGRAMAM",3133,3,0,3
602,GALAXY INSTITUTE OF MANAGEMENT,4109,0,0,0
604,INDIRA GANDHI COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,4111,0,0,0
605,LORD AYYAPPA INSTITUTE OF ENGINEERING AND TECHNOLOGY,4112,0,0,0
582,T.J. INSTITUTE OF TECHNOLOGY,3125,173,0,173
541,Saveetha Engineering college (Autonomous),2122,2937,372,2565
601,G.K.M. COLLEGE OF ENGINEERING AND TECHNOLOGY,4108,256,0,256
539,SKR Engineering College ,2120,143,142,0
975,NELLIANDAVAR INSTITUTE OF TECHNOLOGY,8158,562,562,0
594,ADHI COLLEGE OF ENGINEERING AND TECHNOLOGY,4101,745,0,745
525,Jeppiaar Institute of technology,2106,676,676,0
577,JEPPIAAR SRR ENGINEERING COLLEGE ,3120,101,101,0
633,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,4207,809,806,0
574,MOHAMED SATHAK A.J ACADEMY OF ARCHITECTURE,3117,186,0,186
630,ADHIPARASAKTHI ENGINEERING COLLEGE,4204,679,678,0
624,B.S.ABDUR RAHMAN CRESCENT ENGINEERING COLLEGE,4176,0,0,0
625,BHARATH INSTITUTE OF SCIENCE AND TECHNOLOGY,4177,0,0,0
635,DR. PAUL'S ENGINEERING COLLEGE,4209,0,0,0
1009,C.R. ENGINEERING COLLEGE,9101,0,0,0
632,ANNAI TERESA COLLEGE OF ENGINEERING,4206,417,406,0
564,Jeppiaar Engineering College ,3108,1262,1258,0
637,IFET COLLEGE OF ENGINEERING,4211,1059,6,1053
623,ANNAI VEILANKANNI'S COLLEGE OF ENGINEERING,4130,309,309,0
548,St Joseph college of Engineering ,2129,816,816,0
566,KCG College of Technology,3110,1572,1572,0
608,PERI INSTITUTE OF TECHNOLOGY,4115,707,707,0
610,PRINCE SHRI VENKATESHWARA PADMAVATHY ENGINEERING COLLEGE,4117,589,0,589
611,RRASE COLLEGE OF ENGINEERING,4118,410,48,362
568,MARG Institute of Design and Architecture Swarnabhoomi (MIDAS),3112,179,140,39
629,A.R. ENGINEERING COLLEGE,4203,155,155,0
1010,CENTRAL ELECTROCHEMICAL RESEARCH INSTITUTE (CSIR) KARAIKUDI,9102,104,104,0
619,SRI VENKATESWARAA COLLEGE OF TECHNOLOGY,4126,343,0,343
673,PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY,5118,166,166,0
1045,BHARATH NIKETAN ENGINEERING COLLEGE,9201,369,369,0
642,S.R.I COLLEGE OF ENGINEERING AND TECHNOLOGY,4217,0,0,0
644,SRI ARAVINDAR ENGINEERING COLLEGE,4219,0,0,0
1043,Alagappa Chettiar Government College of Engineering and Technology,9176,1,1,0
669,OXFORD COLLEGE OF ENGINEERING,5114,141,141,0
655,PERUMAL SAMI RISHI ENGINEERING COLLEGE,4276,0,0,0
665,J E I MATHAAJEE COLLEGE OF ENGINEERING,5110,27,0,27
663,GANADIPATHY TULSI'S JAIN ENGINEERING COLLEGE,5108,236,236,0
640,KRS COLLEGE OF ENGINEERING,4214,0,0,0
654,VEDHANTHA INSTITUTE OF TECHNOLOGY,4228,0,0,0
662,G.G.R. COLLEGE OF ENGINEERING,5107,0,0,0
666,ARUNAI COLLEGE OF ENGINEERING,5111,0,0,0
639,KRISHNASAMY COLLEGE OF ENGINEERING AND TECHNOLOGY,4213,604,587,16
664,Global Institute of Engineering and Technology,5109,604,604,0
583,THANGAVELU ENGINEERING COLLEGE ,3126,144,142,2
676,RANIPPETTAI ENGINEERING COLLEGE,5121,30,0,30
643,SARASWATHY COLLEGE OF ENGINEERING AND TECHNOLOGY,4218,90,0,90
653,V.R.S. COLLEGE OF ENGINEERING AND TECHNOLOGY,4227,571,570,0
657,ANNAMALAIAR COLLEGE OF ENGINEERING,5102,312,311,0
638,KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY,4212,726,726,0
1075,CHERAN COLLEGE OF ENGINEERING,9231,39,0,39
617,Sri Sai Ram Institute of Technology ,4124,1693,1691,2
614,SRI KRISHNA INSTITUTE OF TECHNOLOGY,4121,29,29,0
